survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Lithuania,2025-W43,ILIconsultationrate,15-64,8.8
primary care syndromic,Lithuania,2025-W43,ILIconsultationrate,5-14,19.3
primary care syndromic,Lithuania,2025-W43,ILIconsultationrate,65+,4.8
primary care syndromic,Lithuania,2025-W43,ILIconsultationrate,total,9.7
primary care syndromic,Lithuania,2025-W42,ILIconsultationrate,0-4,25.8
primary care syndromic,Lithuania,2025-W42,ILIconsultationrate,15-64,8.7
primary care syndromic,Lithuania,2025-W42,ILIconsultationrate,5-14,15.9
primary care syndromic,Lithuania,2025-W42,ILIconsultationrate,65+,3.6
primary care syndromic,Lithuania,2025-W42,ILIconsultationrate,total,9.0
primary care syndromic,Lithuania,2025-W41,ILIconsultationrate,0-4,13.3
primary care syndromic,Lithuania,2025-W41,ILIconsultationrate,15-64,7.0
primary care syndromic,Lithuania,2025-W41,ILIconsultationrate,5-14,7.1
primary care syndromic,Lithuania,2025-W41,ILIconsultationrate,65+,3.1
primary care syndromic,Lithuania,2025-W41,ILIconsultationrate,total,6.5
primary care syndromic,Lithuania,2025-W40,ILIconsultationrate,0-4,13.3
primary care syndromic,Lithuania,2025-W40,ILIconsultationrate,15-64,7.9
primary care syndromic,Lithuania,2025-W40,ILIconsultationrate,5-14,6.4
primary care syndromic,Lithuania,2025-W40,ILIconsultationrate,65+,3.1
primary care syndromic,Lithuania,2025-W40,ILIconsultationrate,total,7.0
primary care syndromic,Lithuania,2025-W39,ILIconsultationrate,0-4,10.9
primary care syndromic,Lithuania,2025-W39,ILIconsultationrate,15-64,5.7
primary care syndromic,Lithuania,2025-W39,ILIconsultationrate,5-14,8.7
primary care syndromic,Lithuania,2025-W39,ILIconsultationrate,65+,3.9
primary care syndromic,Lithuania,2025-W39,ILIconsultationrate,total,5.9
primary care syndromic,Lithuania,2025-W38,ILIconsultationrate,0-4,12.6
primary care syndromic,Lithuania,2025-W38,ILIconsultationrate,15-64,5.3
primary care syndromic,Lithuania,2025-W38,ILIconsultationrate,5-14,7.7
primary care syndromic,Lithuania,2025-W38,ILIconsultationrate,65+,3.6
primary care syndromic,Lithuania,2025-W38,ILIconsultationrate,total,5.5
primary care syndromic,Lithuania,2025-W37,ILIconsultationrate,0-4,3.3
primary care syndromic,Lithuania,2025-W37,ILIconsultationrate,15-64,4.1
primary care syndromic,Lithuania,2025-W37,ILIconsultationrate,5-14,4.0
primary care syndromic,Lithuania,2025-W37,ILIconsultationrate,65+,2.6
primary care syndromic,Lithuania,2025-W37,ILIconsultationrate,total,3.7
primary care syndromic,Lithuania,2025-W36,ILIconsultationrate,0-4,2.5
primary care syndromic,Lithuania,2025-W36,ILIconsultationrate,15-64,3.2
primary care syndromic,Lithuania,2025-W36,ILIconsultationrate,5-14,2.0
primary care syndromic,Lithuania,2025-W36,ILIconsultationrate,65+,1.7
primary care syndromic,Lithuania,2025-W36,ILIconsultationrate,total,2.7
primary care syndromic,Lithuania,2025-W35,ILIconsultationrate,0-4,6.7
primary care syndromic,Lithuania,2025-W35,ILIconsultationrate,15-64,3.0
primary care syndromic,Lithuania,2025-W35,ILIconsultationrate,5-14,2.0
primary care syndromic,Lithuania,2025-W35,ILIconsultationrate,65+,2.9
primary care syndromic,Lithuania,2025-W35,ILIconsultationrate,total,3.0
primary care syndromic,Lithuania,2025-W34,ILIconsultationrate,0-4,3.3
primary care syndromic,Lithuania,2025-W34,ILIconsultationrate,15-64,2.4
primary care syndromic,Lithuania,2025-W34,ILIconsultationrate,5-14,2.3
primary care syndromic,Lithuania,2025-W34,ILIconsultationrate,65+,1.4
primary care syndromic,Lithuania,2025-W34,ILIconsultationrate,total,2.3
primary care syndromic,Lithuania,2025-W33,ILIconsultationrate,0-4,0.8
primary care syndromic,Lithuania,2025-W33,ILIconsultationrate,15-64,1.3
primary care syndromic,Lithuania,2025-W33,ILIconsultationrate,5-14,3.0
primary care syndromic,Lithuania,2025-W33,ILIconsultationrate,65+,0.9
primary care syndromic,Lithuania,2025-W33,ILIconsultationrate,total,1.4
primary care syndromic,Lithuania,2025-W32,ILIconsultationrate,0-4,0.8
primary care syndromic,Lithuania,2025-W32,ILIconsultationrate,15-64,1.6
primary care syndromic,Lithuania,2025-W32,ILIconsultationrate,5-14,2.3
primary care syndromic,Lithuania,2025-W32,ILIconsultationrate,65+,1.7
primary care syndromic,Lithuania,2025-W32,ILIconsultationrate,total,1.7
primary care syndromic,Lithuania,2025-W31,ILIconsultationrate,0-4,0.8
primary care syndromic,Lithuania,2025-W31,ILIconsultationrate,15-64,1.8
primary care syndromic,Lithuania,2025-W31,ILIconsultationrate,5-14,1.7
primary care syndromic,Lithuania,2025-W31,ILIconsultationrate,65+,2.0
primary care syndromic,Lithuania,2025-W31,ILIconsultationrate,total,1.8
primary care syndromic,Lithuania,2025-W30,ILIconsultationrate,0-4,0.8
primary care syndromic,Lithuania,2025-W30,ILIconsultationrate,15-64,2.4
primary care syndromic,Lithuania,2025-W30,ILIconsultationrate,5-14,2.7
primary care syndromic,Lithuania,2025-W30,ILIconsultationrate,65+,1.7
primary care syndromic,Lithuania,2025-W30,ILIconsultationrate,total,2.3
primary care syndromic,Lithuania,2025-W29,ILIconsultationrate,0-4,4.2
primary care syndromic,Lithuania,2025-W29,ILIconsultationrate,15-64,2.8
primary care syndromic,Lithuania,2025-W29,ILIconsultationrate,5-14,1.3
primary care syndromic,Lithuania,2025-W29,ILIconsultationrate,65+,2.0
primary care syndromic,Lithuania,2025-W29,ILIconsultationrate,total,2.5
primary care syndromic,Lithuania,2025-W28,ILIconsultationrate,0-4,1.7
primary care syndromic,Lithuania,2025-W28,ILIconsultationrate,15-64,2.4
primary care syndromic,Lithuania,2025-W28,ILIconsultationrate,5-14,1.3
primary care syndromic,Lithuania,2025-W28,ILIconsultationrate,65+,1.9
primary care syndromic,Lithuania,2025-W28,ILIconsultationrate,total,2.2
primary care syndromic,Lithuania,2025-W27,ILIconsultationrate,0-4,3.3
primary care syndromic,Lithuania,2025-W27,ILIconsultationrate,15-64,3.3
primary care syndromic,Lithuania,2025-W27,ILIconsultationrate,5-14,5.0
primary care syndromic,Lithuania,2025-W27,ILIconsultationrate,65+,3.4
primary care syndromic,Lithuania,2025-W27,ILIconsultationrate,total,3.5
primary care syndromic,Lithuania,2025-W26,ILIconsultationrate,0-4,3.3
primary care syndromic,Lithuania,2025-W26,ILIconsultationrate,15-64,2.2
primary care syndromic,Lithuania,2025-W26,ILIconsultationrate,5-14,3.0
primary care syndromic,Lithuania,2025-W26,ILIconsultationrate,65+,2.4
primary care syndromic,Lithuania,2025-W26,ILIconsultationrate,total,2.4
primary care syndromic,Lithuania,2025-W25,ILIconsultationrate,0-4,2.5
primary care syndromic,Lithuania,2025-W25,ILIconsultationrate,15-64,3.8
primary care syndromic,Lithuania,2025-W25,ILIconsultationrate,5-14,2.0
primary care syndromic,Lithuania,2025-W25,ILIconsultationrate,65+,3.7
primary care syndromic,Lithuania,2025-W25,ILIconsultationrate,total,3.6
primary care syndromic,Lithuania,2025-W24,ILIconsultationrate,0-4,2.5
primary care syndromic,Lithuania,2025-W24,ILIconsultationrate,15-64,4.2
primary care syndromic,Lithuania,2025-W24,ILIconsultationrate,5-14,4.0
primary care syndromic,Lithuania,2025-W24,ILIconsultationrate,65+,2.4
primary care syndromic,Lithuania,2025-W24,ILIconsultationrate,total,3.7
primary care syndromic,Lithuania,2025-W23,ILIconsultationrate,0-4,11.7
primary care syndromic,Lithuania,2025-W23,ILIconsultationrate,15-64,4.6
primary care syndromic,Lithuania,2025-W23,ILIconsultationrate,5-14,6.0
primary care syndromic,Lithuania,2025-W23,ILIconsultationrate,65+,3.1
primary care syndromic,Lithuania,2025-W23,ILIconsultationrate,total,4.7
primary care syndromic,Lithuania,2025-W22,ILIconsultationrate,0-4,18.4
primary care syndromic,Lithuania,2025-W22,ILIconsultationrate,15-64,7.3
primary care syndromic,Lithuania,2025-W22,ILIconsultationrate,5-14,13.0
primary care syndromic,Lithuania,2025-W22,ILIconsultationrate,65+,5.1
primary care syndromic,Lithuania,2025-W22,ILIconsultationrate,total,7.9
primary care syndromic,Lithuania,2025-W21,ILIconsultationrate,0-4,17.6
primary care syndromic,Lithuania,2025-W21,ILIconsultationrate,15-64,8.8
primary care syndromic,Lithuania,2025-W21,ILIconsultationrate,5-14,22.7
primary care syndromic,Lithuania,2025-W21,ILIconsultationrate,65+,4.8
primary care syndromic,Lithuania,2025-W21,ILIconsultationrate,total,9.8
primary care syndromic,Lithuania,2025-W20,ILIconsultationrate,0-4,18.4
primary care syndromic,Lithuania,2025-W20,ILIconsultationrate,15-64,11.7
primary care syndromic,Lithuania,2025-W20,ILIconsultationrate,5-14,31.4
primary care syndromic,Lithuania,2025-W20,ILIconsultationrate,65+,6.0
primary care syndromic,Lithuania,2025-W20,ILIconsultationrate,total,12.9
primary care syndromic,Lithuania,2025-W19,ILIconsultationrate,0-4,26.0
primary care syndromic,Lithuania,2025-W19,ILIconsultationrate,15-64,15.0
primary care syndromic,Lithuania,2025-W19,ILIconsultationrate,5-14,43.4
primary care syndromic,Lithuania,2025-W19,ILIconsultationrate,65+,6.6
primary care syndromic,Lithuania,2025-W19,ILIconsultationrate,total,16.7
primary care syndromic,Lithuania,2025-W18,ILIconsultationrate,0-4,48.6
primary care syndromic,Lithuania,2025-W18,ILIconsultationrate,15-64,23.1
primary care syndromic,Lithuania,2025-W18,ILIconsultationrate,5-14,54.8
primary care syndromic,Lithuania,2025-W18,ILIconsultationrate,65+,8.2
primary care syndromic,Lithuania,2025-W18,ILIconsultationrate,total,24.4
primary care syndromic,Lithuania,2025-W17,ILIconsultationrate,0-4,92.1
primary care syndromic,Lithuania,2025-W17,ILIconsultationrate,15-64,37.7
primary care syndromic,Lithuania,2025-W17,ILIconsultationrate,5-14,123.9
primary care syndromic,Lithuania,2025-W17,ILIconsultationrate,65+,12.9
primary care syndromic,Lithuania,2025-W17,ILIconsultationrate,total,43.9
primary care syndromic,Lithuania,2025-W16,ILIconsultationrate,0-4,212.7
primary care syndromic,Lithuania,2025-W16,ILIconsultationrate,15-64,79.2
primary care syndromic,Lithuania,2025-W16,ILIconsultationrate,5-14,340.3
primary care syndromic,Lithuania,2025-W16,ILIconsultationrate,65+,23.2
primary care syndromic,Lithuania,2025-W16,ILIconsultationrate,total,100.4
primary care syndromic,Lithuania,2025-W15,ILIconsultationrate,0-4,247.0
primary care syndromic,Lithuania,2025-W15,ILIconsultationrate,15-64,90.8
primary care syndromic,Lithuania,2025-W15,ILIconsultationrate,5-14,395.1
primary care syndromic,Lithuania,2025-W15,ILIconsultationrate,65+,24.7
primary care syndromic,Lithuania,2025-W15,ILIconsultationrate,total,115.4
primary care syndromic,Lithuania,2025-W14,ILIconsultationrate,0-4,359.2
primary care syndromic,Lithuania,2025-W14,ILIconsultationrate,15-64,141.2
primary care syndromic,Lithuania,2025-W14,ILIconsultationrate,5-14,620.2
primary care syndromic,Lithuania,2025-W14,ILIconsultationrate,65+,36.6
primary care syndromic,Lithuania,2025-W14,ILIconsultationrate,total,178.6
primary care syndromic,Lithuania,2025-W13,ILIconsultationrate,0-4,399.4
primary care syndromic,Lithuania,2025-W13,ILIconsultationrate,15-64,175.8
primary care syndromic,Lithuania,2025-W13,ILIconsultationrate,5-14,742.1
primary care syndromic,Lithuania,2025-W13,ILIconsultationrate,65+,46.8
primary care syndromic,Lithuania,2025-W13,ILIconsultationrate,total,217.6
primary care syndromic,Lithuania,2025-W12,ILIconsultationrate,0-4,429.5
primary care syndromic,Lithuania,2025-W12,ILIconsultationrate,15-64,180.1
primary care syndromic,Lithuania,2025-W12,ILIconsultationrate,5-14,776.5
primary care syndromic,Lithuania,2025-W12,ILIconsultationrate,65+,43.4
primary care syndromic,Lithuania,2025-W12,ILIconsultationrate,total,224.5
primary care syndromic,Lithuania,2025-W11,ILIconsultationrate,0-4,499.8
primary care syndromic,Lithuania,2025-W11,ILIconsultationrate,15-64,193.2
primary care syndromic,Lithuania,2025-W11,ILIconsultationrate,5-14,882.0
primary care syndromic,Lithuania,2025-W11,ILIconsultationrate,65+,56.4
primary care syndromic,Lithuania,2025-W11,ILIconsultationrate,total,249.5
primary care syndromic,Lithuania,2025-W10,ILIconsultationrate,0-4,556.7
primary care syndromic,Lithuania,2025-W10,ILIconsultationrate,15-64,237.3
primary care syndromic,Lithuania,2025-W10,ILIconsultationrate,5-14,870.3
primary care syndromic,Lithuania,2025-W10,ILIconsultationrate,65+,85.2
primary care syndromic,Lithuania,2025-W10,ILIconsultationrate,total,285.3
primary care syndromic,Lithuania,2025-W09,ILIconsultationrate,0-4,672.3
primary care syndromic,Lithuania,2025-W09,ILIconsultationrate,15-64,284.8
primary care syndromic,Lithuania,2025-W09,ILIconsultationrate,5-14,664.2
primary care syndromic,Lithuania,2025-W09,ILIconsultationrate,65+,103.1
primary care syndromic,Lithuania,2025-W09,ILIconsultationrate,total,303.2
primary care syndromic,Lithuania,2025-W08,ILIconsultationrate,0-4,642.1
primary care syndromic,Lithuania,2025-W08,ILIconsultationrate,15-64,268.2
primary care syndromic,Lithuania,2025-W08,ILIconsultationrate,5-14,812.2
primary care syndromic,Lithuania,2025-W08,ILIconsultationrate,65+,94.4
primary care syndromic,Lithuania,2025-W08,ILIconsultationrate,total,304.8
primary care syndromic,Lithuania,2025-W07,ILIconsultationrate,0-4,639.6
primary care syndromic,Lithuania,2025-W07,ILIconsultationrate,15-64,236.8
primary care syndromic,Lithuania,2025-W07,ILIconsultationrate,5-14,819.2
primary care syndromic,Lithuania,2025-W07,ILIconsultationrate,65+,74.1
primary care syndromic,Lithuania,2025-W07,ILIconsultationrate,total,280.8
primary care syndromic,Lithuania,2025-W06,ILIconsultationrate,0-4,723.4
primary care syndromic,Lithuania,2025-W06,ILIconsultationrate,15-64,232.0
primary care syndromic,Lithuania,2025-W06,ILIconsultationrate,5-14,913.4
primary care syndromic,Lithuania,2025-W06,ILIconsultationrate,65+,80.1
primary care syndromic,Lithuania,2025-W06,ILIconsultationrate,total,292.1
primary care syndromic,Lithuania,2025-W05,ILIconsultationrate,0-4,893.3
primary care syndromic,Lithuania,2025-W05,ILIconsultationrate,15-64,285.2
primary care syndromic,Lithuania,2025-W05,ILIconsultationrate,5-14,1207.6
primary care syndromic,Lithuania,2025-W05,ILIconsultationrate,65+,104.4
primary care syndromic,Lithuania,2025-W05,ILIconsultationrate,total,369.3
primary care syndromic,Lithuania,2025-W04,ILIconsultationrate,0-4,913.4
primary care syndromic,Lithuania,2025-W04,ILIconsultationrate,15-64,275.6
primary care syndromic,Lithuania,2025-W04,ILIconsultationrate,5-14,1298.1
primary care syndromic,Lithuania,2025-W04,ILIconsultationrate,65+,98.0
primary care syndromic,Lithuania,2025-W04,ILIconsultationrate,total,371.9
primary care syndromic,Lithuania,2025-W03,ILIconsultationrate,0-4,716.7
primary care syndromic,Lithuania,2025-W03,ILIconsultationrate,15-64,217.7
primary care syndromic,Lithuania,2025-W03,ILIconsultationrate,5-14,885.0
primary care syndromic,Lithuania,2025-W03,ILIconsultationrate,65+,82.3
primary care syndromic,Lithuania,2025-W03,ILIconsultationrate,total,280.0
primary care syndromic,Lithuania,2025-W02,ILIconsultationrate,0-4,504.8
primary care syndromic,Lithuania,2025-W02,ILIconsultationrate,15-64,169.7
primary care syndromic,Lithuania,2025-W02,ILIconsultationrate,5-14,394.4
primary care syndromic,Lithuania,2025-W02,ILIconsultationrate,65+,72.4
primary care syndromic,Lithuania,2025-W02,ILIconsultationrate,total,187.1
primary care syndromic,Lithuania,2025-W01,ILIconsultationrate,0-4,505.7
primary care syndromic,Lithuania,2025-W01,ILIconsultationrate,15-64,132.8
primary care syndromic,Lithuania,2025-W01,ILIconsultationrate,5-14,276.2
primary care syndromic,Lithuania,2025-W01,ILIconsultationrate,65+,53.8
primary care syndromic,Lithuania,2025-W01,ILIconsultationrate,total,147.1
primary care syndromic,Lithuania,2024-W52,ILIconsultationrate,0-4,633.8
primary care syndromic,Lithuania,2024-W52,ILIconsultationrate,15-64,97.5
primary care syndromic,Lithuania,2024-W52,ILIconsultationrate,5-14,372.0
primary care syndromic,Lithuania,2024-W52,ILIconsultationrate,65+,37.8
primary care syndromic,Lithuania,2024-W52,ILIconsultationrate,total,136.0
primary care syndromic,Lithuania,2024-W51,ILIconsultationrate,0-4,458.0
primary care syndromic,Lithuania,2024-W51,ILIconsultationrate,15-64,89.8
primary care syndromic,Lithuania,2024-W51,ILIconsultationrate,5-14,413.8
primary care syndromic,Lithuania,2024-W51,ILIconsultationrate,65+,30.5
primary care syndromic,Lithuania,2024-W51,ILIconsultationrate,total,126.6
primary care syndromic,Lithuania,2024-W50,ILIconsultationrate,0-4,182.5
primary care syndromic,Lithuania,2024-W50,ILIconsultationrate,15-64,34.3
primary care syndromic,Lithuania,2024-W50,ILIconsultationrate,5-14,183.7
primary care syndromic,Lithuania,2024-W50,ILIconsultationrate,65+,11.1
primary care syndromic,Lithuania,2024-W50,ILIconsultationrate,total,51.2
primary care syndromic,Lithuania,2024-W49,ILIconsultationrate,0-4,72.0
primary care syndromic,Lithuania,2024-W49,ILIconsultationrate,15-64,21.5
primary care syndromic,Lithuania,2024-W49,ILIconsultationrate,5-14,90.5
primary care syndromic,Lithuania,2024-W49,ILIconsultationrate,65+,6.8
primary care syndromic,Lithuania,2024-W49,ILIconsultationrate,total,27.8
primary care syndromic,Lithuania,2024-W48,ILIconsultationrate,0-4,31.8
primary care syndromic,Lithuania,2024-W48,ILIconsultationrate,15-64,14.4
primary care syndromic,Lithuania,2024-W48,ILIconsultationrate,5-14,56.8
primary care syndromic,Lithuania,2024-W48,ILIconsultationrate,65+,3.6
primary care syndromic,Lithuania,2024-W48,ILIconsultationrate,total,17.3
primary care syndromic,Lithuania,2024-W47,ILIconsultationrate,0-4,35.2
primary care syndromic,Lithuania,2024-W47,ILIconsultationrate,15-64,9.5
primary care syndromic,Lithuania,2024-W47,ILIconsultationrate,5-14,40.1
primary care syndromic,Lithuania,2024-W47,ILIconsultationrate,65+,2.6
primary care syndromic,Lithuania,2024-W47,ILIconsultationrate,total,12.3
primary care syndromic,Lithuania,2024-W46,ILIconsultationrate,0-4,20.9
primary care syndromic,Lithuania,2024-W46,ILIconsultationrate,15-64,7.1
primary care syndromic,Lithuania,2024-W46,ILIconsultationrate,5-14,23.0
primary care syndromic,Lithuania,2024-W46,ILIconsultationrate,65+,3.9
